task_id,platform_id,coding-game,coding-game_reason,extras,harmful_any,harmful_visual,landcover-type_text,landcover-type_visual_0,landscape-type_expl_text,landscape-type_expl_visual_0,landscape-type_other_text,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,nature_any,nature_text,nature_visual_0,nature_visual_1,nature_visual_2,nature_visual_3,nature_visual_any,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_expl_visual_2,nep_biological_expl_visual_3,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,rel-value_text,rel-value_text_conf_aesthetics,rel-value_text_conf_cultural-identity,rel-value_text_conf_good-life,rel-value_text_conf_kinship,rel-value_text_conf_livelihoods,rel-value_text_conf_personal-identity,rel-value_text_conf_reciprocity,rel-value_text_conf_sense-of-agency,rel-value_text_conf_sense-of-place,rel-value_text_conf_social-relations,rel-value_text_conf_social-responsibility,rel-value_text_conf_spirituality,rel-value_text_conf_stewardship-principle,rel-value_text_conf_well-being,rel-value_text_expl,rel-value_visual_0,rel-value_visual_0_conf_aesthetics,rel-value_visual_0_conf_cultural-identity,rel-value_visual_0_conf_good-life,rel-value_visual_0_conf_reciprocity,rel-value_visual_0_conf_sense-of-agency,rel-value_visual_0_conf_social-cohesion,rel-value_visual_0_conf_social-relations,rel-value_visual_0_conf_spirituality,rel-value_visual_0_conf_stewardship-principle,rel-value_visual_0_conf_well-being,rel-value_visual_1,rel-value_visual_1_conf_social-relations,rel-value_visual_2,rel-value_visual_3,rel-value_visual_3_conf_spirituality,val-expr_text,val-expr_visual_0,val-expr_visual_1,val-expr_visual_2,val-expr_visual_3,visual_same_0,visual_same_1,visual_same_2,visual_same_3,timestamps,user_ids
33151,1657733498239606785,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 16:00:09.157160+00:00;2025-04-25 01:05:40.460999+00:00;2025-04-19 14:04:50.557650+00:00,7;10;17
33152,1628380081562214401,Yes,,,,,,,,,,none;none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;Yes;Yes,No;Yes;Yes,No;No;No,No;No;No,No;No;No,No;No;No,No;No;No,"seedling, harvesting",,,,,abiotic;biotic,,,,,,immaterial;immaterial,,,,,social-responsibility;literacy,,,,,,,,,,,,,,,metaphor,,,,,,,,,,,,,,,,,Not codable;Explicit;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:59:19.225506+00:00;2025-04-25 01:07:19.989343+00:00;2025-04-18 14:45:55.367613+00:00,7;10;42
33153,1504096143294226435,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:08:22.803459+00:00;2025-04-17 16:18:28.064677+00:00,7;10
33154,1647133653791653889,,,Food;Food,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,No;Yes,No;No,Yes;Yes,No;No,Yes;No,Yes;Yes,,,,,,biotic,,biotic;biotic,,abiotic,,material,,material;material,,immaterial,"cultural-identity,good-life",,,,,,,,,,,,,,,,,,,,,,,,,,,"social-relations,spirituality;cultural-identity,good-life",,,"spirituality,aesthetics",,Not codable;Explicit,Not codable;Not codable,Implicit;Implicit,Not codable;Not codable,Implicit;Not codable,,,,,2025-04-16 15:38:20.661858+00:00;2025-04-19 13:30:52.460467+00:00,7;17
33155,1494130476986032133,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 09:20:37.905139+00:00;2025-04-25 01:07:57.476339+00:00;2025-04-18 10:51:40.458192+00:00,7;10;16
33156,1498660324936933380,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:42:45.851889+00:00;2025-04-25 01:08:50.270752+00:00;2025-04-17 09:46:31.849494+00:00,7;10;42
33157,1626477544823263233,Yes,,,,,,,,,,water_bodies;water_bodies;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,Yes;Yes;Yes,Yes;Yes;Yes,No;No;No,No;No;No,No;No;No,No;No;No,No;No;No,sea,,,,,abiotic;abiotic;abiotic,,,,,,material;immaterial;immaterial,,,,,cultural-identity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Explicit;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:31:43.427137+00:00;2025-04-25 01:09:35.478122+00:00;2025-04-17 10:28:33.195477+00:00,7;10;42
33158,1652116486931075077,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 09:03:31.941577+00:00;2025-04-25 01:09:55.329226+00:00;2025-04-16 09:50:41.525430+00:00,7;10;42
33159,1658730065038049280,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:22:01.372099+00:00;2025-04-25 01:10:15.322472+00:00;2025-04-16 16:57:26.095695+00:00,7;10;42
33160,1485976749796114434,,,Food,,,,,,,,none;none,none;none,artificial_surfaces;forest_and_seminatural_areas;none,none;none,none;none;none,Yes;Yes;Yes,Yes;Yes;Yes,No;No;No,No;No;Yes,Yes;Yes;No,No;No;No,No;Yes;No,Yes;Yes;Yes,,,,,,,biotic,biotic;biotic,,abiotic,,,material,material;material,,immaterial,,,,,,,,,,,,,,,,,social-relations,,,,,,,,,,,social-relations,,,,,Not codable;Not codable,Not codable;Implicit,Not codable;Explicit;Not codable,Not codable;Not codable,Not codable;Not codable;Not codable,,,,,2025-04-15 13:53:59.572857+00:00;2025-04-25 01:11:25.228048+00:00;2025-04-19 12:54:39.541509+00:00,7;10;17
33161,1622491278880673792,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-25 01:11:41.776219+00:00;2025-04-21 08:30:25.420169+00:00;2025-04-19 15:55:11.956871+00:00,10;16;42
33162,1501076243625566209,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;Yes,No;No,No;Yes,No;No,No;No,No;No,No;Yes,,,,,,,abiotic,,,,,,immaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:51:46.672200+00:00;2025-04-19 14:09:22.682185+00:00,7;17
33163,1667699165172736006,,,Health;Health,,,,,,,,none;none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,Yes;Yes;No,Yes;Yes;No,Yes;No;No,No;No;No,No;No;No,No;No;No,Yes;No;No,,,,,,biotic;biotic,biotic,,,,,material;material,material,,,,"social-relations,well-being;well-being",,,,,,,,,,,,,,,,well-being,,,,,,,,,,,,,,,,Implicit;Implicit;Not codable,Implicit;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:40:38.269729+00:00;2025-04-25 01:12:24.323097+00:00;2025-04-17 11:25:41.371033+00:00,7;10;17
33164,1694425270105837644,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:49:36.648163+00:00;2025-04-25 01:12:53.744144+00:00;2025-04-16 13:08:48.953393+00:00,7;10;42
33165,1622219488090357763,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,No;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:42:11.987929+00:00;2025-04-25 01:16:26.070254+00:00;2025-04-19 12:38:31.722505+00:00,7;10;17
33166,1616964864022306816,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 08:00:17.225617+00:00;2025-04-24 21:24:42.419761+00:00;2025-04-17 11:26:33.255111+00:00,7;10;17
33167,1622038293872361475,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:48:24.285055+00:00;2025-04-25 01:16:45.744774+00:00;2025-04-17 18:01:52.279540+00:00,7;10;42
33168,1636986792808267776,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;No,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:47:39.968610+00:00;2025-04-17 10:30:20.402300+00:00,7;42
33169,1614337551787036678,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:07:58.808265+00:00;2025-04-25 01:38:35.220156+00:00;2025-04-18 10:06:18.606295+00:00,7;10;16
33170,1646952459695280134,,,Health,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;No,Yes;No,No;No,No;No,No;No,No;No,No;No,,,,,,biotic,,,,,,material,,,,,well-being,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Implicit;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:03:20.077101+00:00;2025-04-17 16:18:18.597795+00:00,7;10
33171,1610894867256803333,,,,text,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;Yes,No;Yes,No;No;No,No;No;No,No;No;No,No;No;No,No;No,white lotus,,,,,biotic,,,,,,immaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:10:01.387195+00:00;2025-04-25 01:39:29.548988+00:00;2025-04-17 18:02:28.956692+00:00,7;10;42
33172,1691797958277173540,,,,,,,,,,,none;none,none;none;none,none;none,none;none,none;none,Yes;Yes;Yes,Yes;Yes;Yes,No;No;No,Yes;Yes;Yes,No;No;No,No;No;No,No;No;No,Yes;Yes;Yes,,,,,,,biotic;biotic;biotic,,,,,,immaterial;immaterial;immaterial,,,,,,,,,,,,,,,,,,,,kinship;aesthetics,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Implicit;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:08:18.289031+00:00;2025-04-25 01:18:08.549223+00:00;2025-04-18 10:07:49.746405+00:00,7;10;16
33173,1486731724797190145,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-25 00:23:20.682716+00:00;2025-04-17 10:31:08.320816+00:00;2025-04-17 10:29:25.443512+00:00,10;28;42
33174,1492318537691635714,,,Food;Food,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;Yes,Yes;Yes,No;No,No;No,No;No,Yes;Yes,star emoji,lemon,,,,biotic;abiotic,biotic;biotic,,,,,material;immaterial,material;material,,,,good-life,,,,,,,,,,,,,,,,good-life,,,,,,,,,,,,,,,,Implicit;Not codable,Not codable;Implicit,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:33:54.033563+00:00;2025-04-16 16:50:35.036571+00:00,7;42
33175,1517685688107470850,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-21 07:40:42.203475+00:00;2025-04-19 15:35:45.010233+00:00,16;42
33176,1652297680910012420,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:34:07.201488+00:00;2025-04-17 12:02:41.808739+00:00,7;17
33177,1644596938791174144,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:09:38.211120+00:00;2025-04-16 16:55:22.727730+00:00,7;42
33178,1655287380562300929,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:12:39.021556+00:00;2025-04-17 16:05:48.843537+00:00,7;10
33179,1514816784402067461,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 08:00:14.833287+00:00;2025-04-17 10:23:09.777682+00:00,7;42
33180,1627762009075863565,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 09:20:40.825641+00:00;2025-04-16 09:49:21.173875+00:00,7;42
33181,1642603805408624640,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 08:34:54.315303+00:00;2025-04-25 00:23:38.711134+00:00;2025-04-19 13:08:00.759423+00:00,7;10;17
33182,1483862820873670656,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:59:26.771893+00:00;2025-04-17 10:19:34.790406+00:00,7;42
33183,1620679339460427779,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 08:59:10.682615+00:00;2025-04-25 01:40:02.381612+00:00;2025-04-17 11:34:45.270906+00:00,7;10;17
33184,1510588925936549888,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:22:12.349856+00:00;2025-04-25 01:40:26.197438+00:00;2025-04-16 12:03:46.699346+00:00,7;10;42
33185,1623125457624346624,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-25 01:40:51.501728+00:00;2025-04-21 08:09:54.773561+00:00;2025-04-19 15:54:03.448259+00:00,10;16;42
33186,1491110578215333888,,,Health,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,Yes;No;No,Yes;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,abiotic,,,,,,material,,,,,well-being,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Implicit;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 08:37:41.816032+00:00;2025-04-25 00:50:13.916343+00:00;2025-04-16 16:56:27.288837+00:00,7;10;42
33187,1504851118018412551,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 08:33:53.050779+00:00;2025-04-25 00:50:30.240489+00:00;2025-04-16 13:24:57.872744+00:00,7;10;42
33188,1480691926990995457,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-19 14:27:06.306414+00:00;2025-04-19 14:48:35.962693+00:00,17;42
33189,1653022456603394048,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 14:02:56.931209+00:00;2025-04-17 16:18:41.870574+00:00,7;10
33190,1527500359723192320,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:36:31.392258+00:00;2025-04-25 01:41:55.908044+00:00;2025-04-17 11:44:55.080092+00:00,7;10;17
33191,1615424715547414549,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Yes;Yes,Yes;No,No;Yes,No;No,No;No,No;No,No;Yes,,ray emoji,,,,abiotic,abiotic,,,,,material,immaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-21 07:35:13.531286+00:00;2025-04-19 15:56:59.219781+00:00,16;42
33192,1677030652640722948,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:12:33.897822+00:00;2025-04-25 00:51:28.889084+00:00;2025-04-19 12:38:43.211198+00:00,7;10;17
33193,1724141075265126760,,,Food,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;Yes,No;No,No;No;Yes,No;No;No,No;No;No,No;No;No,No;Yes,,drink,,,,,biotic,,,,,,material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-25 00:52:38.388267+00:00;2025-04-21 07:19:05.788510+00:00;2025-04-19 15:43:58.727380+00:00,10;16;42
33194,1624937396801269760,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:53:54.100709+00:00;2025-04-25 01:43:13.222020+00:00;2025-04-17 11:25:46.679633+00:00,7;10;17
33195,1483258841005441028,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-25 00:53:13.609510+00:00;2025-04-19 14:19:21.502677+00:00;2025-04-19 14:52:23.635526+00:00,10;17;42
33196,1613793969682497536,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-17 07:31:25.548435+00:00;2025-04-17 10:33:07.003652+00:00,7;42
33197,1654653201726029831,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 15:05:40.814642+00:00;2025-04-16 16:42:20.835556+00:00,7;42
33198,1482050881352785928,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes;Yes,No;No;No,No;No,No;No;No,No;No;No,No;No;No,No;No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 09:01:04.176717+00:00;2025-04-25 01:43:42.868949+00:00;2025-04-16 12:09:48.861470+00:00,7;10;42
33199,1633362914953265154,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,No;No,No;No,No;No,No;No,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,,,,,2025-04-16 10:52:17.951698+00:00;2025-04-16 21:02:10.504597+00:00,7;42
33200,1678570800960487427,,,,,,,,,,,none;none,artificial_surfaces;artificial_surfaces,none;none,artificial_surfaces;artificial_surfaces,none;none,Yes;Yes,Yes;Yes,No;No,Yes;Yes,No;No,Yes;Yes,No;No,Yes;Yes,,,,food,,,biotic;biotic,,biotic;biotic,,,,material;material,,material;material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,livelihoods,,,Not codable;Not codable,Not codable;Not codable,Not codable;Not codable,Not codable;Implicit,Not codable;Not codable,,,,,2025-04-16 15:13:36.867124+00:00;2025-04-17 13:45:15.057942+00:00,7;42
