task_id,platform_id,coding-game_reason,coding_game,extras,harmful_any,harmful_visual,landcover-type_visual_0,landscape-type_expl_visual_0,landscape-type_expl_visual_3,landscape-type_other_visual_0,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,media_relevant,nature_any,nature_text,nature_visual,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_expl_visual_0,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,timestamps,user_ids
9545,1704179543479599295,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:04:41.459270+00:00;2025-03-31 09:05:21.769125+00:00,30;31
9549,1704768423925068239,,No;No,,,,,,,,,none,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 09:05:28.520461+00:00;2025-03-31 09:05:38.458662+00:00,17;30
9552,1705070413695558017,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:24:20.200497+00:00;2025-03-31 09:25:29.166149+00:00,16;30
9561,1479634962206711809,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:17:31.967833+00:00;2025-03-31 09:15:37.706184+00:00,7;30
9562,1501831219192938500,,No;No,,,,,,,,none;none,none;artificial_surfaces,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 08:48:35.315101+00:00;2025-03-31 08:50:41.843945+00:00,7;31
9582,1710521331165675617,,No;No,Sport,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:40:55.954084+00:00;2025-03-31 08:42:56.591208+00:00,30;31
9613,1715519263870464232,,No;No,Video game,,,,,,,none;none,none;forest_and_seminatural_areas,none;none,none;none,none;none,No;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,material,,,,2025-03-31 09:10:50.033199+00:00;2025-03-31 09:10:22.062636+00:00,7;31
9620,1716757422398968236,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:09:31.937479+00:00;2025-03-31 09:12:54.725386+00:00,7;31
9628,1502888183763472390,,No;No,,,,,,,,none,artificial_surfaces,none,none,none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 09:02:57.861669+00:00;2025-03-31 09:04:10.959202+00:00,30;31
9630,1718357968897343981,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:35:32.501959+00:00;2025-03-31 20:42:25.758503+00:00,7;31
9633,1718961948400689311,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:54:12.216384+00:00;2025-03-31 08:54:26.376488+00:00,16;30
9637,1719867918379372562,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:38:19.537877+00:00;2025-03-31 08:49:43.322639+00:00,30;31
9662,1723951324796965006,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:55:20.634511+00:00;2025-03-31 08:55:41.716814+00:00,30;31
9663,1724261871191302380,,No;No,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 17:28:11.468463+00:00;2025-03-31 20:53:25.358044+00:00,7;31
9670,1725318835732094991,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:06:52.057171+00:00;2025-03-31 16:57:40.599860+00:00,7;17
9672,1479785957339672576,,No;No,Health,,,,,,,none;none,none;none,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,ice,,,abiotic;biotic,abiotic;abiotic,,,,,map,material;material,immaterial;immaterial,,,,2025-03-31 09:21:52.874478+00:00;2025-03-31 09:17:19.588760+00:00,7;30
9681,1726979780170674568,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:10:50.813789+00:00;2025-03-31 16:55:09.622716+00:00,7;17
9683,1727266670602006858,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:51:53.296921+00:00;2025-03-31 09:19:10.165002+00:00,30;31
9696,1729320201815023669,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:28:53.951111+00:00;2025-03-31 10:22:05.771125+00:00,16;30
9720,1733351766832672854,,No;No,Food,,,,,,,none;none,none;none,none,none,none,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,No;Yes,,,,biotic;biotic,biotic,,,,,,immaterial;immaterial,material,,,,2025-03-31 09:09:16.775909+00:00;2025-03-31 09:08:41.460765+00:00,7;17
9729,1734816417521004709,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:56:15.868278+00:00;2025-03-31 08:57:04.692660+00:00,7;31
9736,1736175372205449693,,No;No,,,,,,,,,none,,,,Yes;Yes,Image 1,Yes;Yes,No;Yes,Yes;No,,,,biotic,biotic,,,,,,immaterial,immaterial,,,,2025-03-31 16:55:53.600751+00:00;2025-03-31 20:35:11.567238+00:00,17;31
9742,1737096441347092709,,No,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,material,,,,2025-03-31 16:34:17.711038+00:00;2025-03-31 09:19:00.876357+00:00,7;16
9747,1737851416163807419,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:24:02.046451+00:00;2025-03-31 09:29:32.767104+00:00,16;28
9748,1737987311516672244,,No;No,,,,,,,,,,,,,Yes;Yes,,Yes;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:29:24.331162+00:00;2025-03-31 10:26:19.259169+00:00,28;30
9749,1738138306494242913,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:27:02.065307+00:00;2025-03-31 10:03:26.322265+00:00,28;30
9751,1738289301518250044,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:26:55.576092+00:00;2025-03-31 09:51:17.123771+00:00,28;30
9752,1738440296474546640,,No;No,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,animal animation/drawing,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 09:26:44.799940+00:00;2025-03-31 10:10:20.127098+00:00,28;30
9753,1738606390774521983,,No;No,Sport;Sport,,,,,sports pitch,,none;none,none;none,none;none,none;none,artificial_surfaces;artificial_surfaces,Yes;Yes,Image 4;Image 4,Yes;Yes,No;No,Yes;Yes,,,,,,,,biotic;biotic,,,,,,,material;material,2025-03-31 08:52:51.843831+00:00;2025-03-31 08:52:00.371673+00:00,7;30
9754,1738742286304030961,"sky on the background, health?",Yes;No,Health,,,,,,,,forest_and_seminatural_areas;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,sky,,,abiotic;abiotic,,,,,,,material;immaterial,,,,2025-03-31 09:26:12.152823+00:00;2025-03-31 10:11:47.469642+00:00,28;30
9755,1738914923932180710,,No;Yes,Health,,,,,,,none;forest_and_seminatural_areas,artificial_surfaces,artificial_surfaces,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,Yes;Yes,Yes;Yes,,,,abiotic;biotic,biotic;biotic,biotic,,,,,immaterial;material,material;material,material,,,2025-03-31 09:22:37.152002+00:00;2025-03-31 10:02:52.496963+00:00,28;30
9756,1739059375665185123,,No;No,Sport;Sport,,,,,,,none,artificial_surfaces;artificial_surfaces,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:22:49.202815+00:00;2025-03-31 09:20:05.474951+00:00,7;28
9757,1739195270896718169,,No;No,,,,,,,,none,none;none,none,none,none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,drawing of tree,,,biotic,,,,,,,immaterial,,,,2025-03-31 09:05:59.321466+00:00;2025-03-31 09:05:30.109095+00:00,7;30
9758,1739346266054676918,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:19:16.992401+00:00;2025-03-31 09:58:18.710415+00:00,28;30
9759,1739497261069926465,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:18:57.403951+00:00;2025-03-31 09:58:46.696196+00:00,28;30
9760,1739663355504427304,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:18:34.187177+00:00;2025-03-31 09:21:52.213662+00:00,28;31
9761,1504851118064644096,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:09:42.354830+00:00;2025-03-31 16:47:04.164282+00:00,7;17
9762,1739799250790236510,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:27:21.151132+00:00;2025-03-31 09:18:26.534118+00:00,16;28
9763,1739950245931278634,,No;No,,,,,,,,,"forest_and_seminatural_areas;agricultural_areas,forest_and_seminatural_areas",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;material,,,,2025-03-31 16:33:21.362741+00:00;2025-03-31 09:18:16.938525+00:00,7;28
9764,1740101240481046797,,No;No,,,,,,,,,none,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,material,,,,2025-03-31 09:16:41.725960+00:00;2025-03-31 10:05:45.403677+00:00,28;30
9765,1740252235706380419,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:18:13.404036+00:00;2025-03-31 09:16:10.007311+00:00,7;28
9766,1740433429714415720,,No;No,,,,,,,,none,none,none,none,none,Yes;No,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:16:37.842734+00:00;2025-03-31 09:16:04.375214+00:00,7;28
9767,1740584424629301758,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:15:48.762241+00:00;2025-03-31 09:49:50.983068+00:00,28;30
9768,1740705220538040601,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:16:18.568664+00:00;2025-03-31 09:15:33.901840+00:00,7;28
9769,1740886414290502114,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:16:28.076147+00:00;2025-03-31 09:15:18.402615+00:00,7;28
9770,1741028853001453718,,No;No,,,,,,,,none,none;none,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 09:16:58.048332+00:00;2025-03-31 09:15:10.276388+00:00,7;28
9772,1480087946636181504,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:19:00.244599+00:00;2025-03-31 09:17:33.181464+00:00,7;30
9775,1505530595329388549,,No;No,,,,,,,,,forest_and_seminatural_areas;water_bodies,forest_and_seminatural_areas;water_bodies,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,abiotic;abiotic,,,,,,material;material,material;material,,,2025-03-31 17:32:19.476243+00:00;2025-03-31 20:52:25.257068+00:00,7;31
9776,1505606092725833730,,No;No,,,,,,,,none;none,none;artificial_surfaces,none;none,none;none,none;none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,material,,,,2025-03-31 08:57:28.229951+00:00;2025-03-31 08:58:58.633182+00:00,7;31
9782,1506512062431825926,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 08:51:06.956433+00:00;2025-03-31 08:49:58.028945+00:00,7;15
9785,1507040544710610946,,No;No,,,,,,,,none;none,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,biotic;biotic,biotic;biotic,,,,,,material;material,material;material,,,,2025-03-31 17:39:30.443513+00:00;2025-03-31 20:56:06.987563+00:00,7;31
9794,1480389937061314561,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:20:12.988213+00:00;2025-03-31 09:17:39.064101+00:00,7;30
9801,1509682956310253583,,No;No,,,,,,,,,,,,,Yes;Yes,"Image 2,Image 3,Image 4",Yes;No,Yes;No,Yes;No,,,,biotic,,abiotic,biotic,biotic,,,immaterial,,material,immaterial,immaterial,2025-03-31 16:41:51.308235+00:00;2025-03-31 09:20:03.952705+00:00,7;16
9811,1511041910823165954,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:13:57.874776+00:00;2025-03-31 09:40:01.220889+00:00,7;42
9815,1512249870329204741,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:19:18.021134+00:00;2025-03-31 20:48:04.422569+00:00,7;31
9816,1480842921926660096,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:18:07.640085+00:00;2025-03-31 09:17:44.979991+00:00,7;30
9819,1512702854972121088,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:04:06.877820+00:00;2025-03-31 09:04:23.978956+00:00,30;31
9821,1513004845082771462,,No;No,Sport;Sport,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:14:57.614164+00:00;2025-03-31 09:20:40.352073+00:00,16;31
9827,1480993916967129094,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:22:26.938470+00:00;2025-03-31 09:17:55.624727+00:00,7;30
9829,1514363799574401026,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:04:24.643464+00:00;2025-03-31 09:03:44.591154+00:00,7;30
9834,1515269769167269891,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:27:02.328169+00:00;2025-03-31 20:38:26.621556+00:00,7;31
9837,1515722753923592197,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,Yes;No,Yes;No,No;No,,,,abiotic,,,,,,,material,,,,,2025-03-31 09:05:33.969456+00:00;2025-03-31 09:05:44.029107+00:00,7;30
9838,1477672028190785546,,No;No;No,,,,,,,,,,,,,Yes;Yes;Yes,,No;No;No,No;No;No,No;No;No,,,,,,,,,,,,,,,,2025-03-31 09:10:27.561365+00:00;2025-03-31 09:10:24.859932+00:00;2025-03-31 09:09:37.066120+00:00,17;28;30
9839,1481295906842759172,,No;No,,,,desert,,,,,forest_and_seminatural_areas,,,,No;Yes,Image 1,No;Yes,No;No,No;Yes,,deserrt,,,abiotic,,,,,,,material,,,,2025-03-31 16:44:45.559642+00:00;2025-03-31 09:19:24.315362+00:00,7;30
9850,1481748891674591236,,No;No,Video game,,,mountain,,,,none,none;forest_and_seminatural_areas,none,none,none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,rock,,,abiotic,,,,,,,immaterial,,,,2025-03-31 09:22:57.163990+00:00;2025-03-31 09:21:32.932847+00:00,7;30
9852,1518440662907113473,"In Picture 1, the painted flowers (immaterial) and cakes (material) exist at the same time.",Yes;No,Food,,,,,,,,none,none,none,none,Yes;Yes,"Image 1,Image 2,Image 3,Image 4",Yes;No,No;No,Yes;No,,,,,biotic,biotic,biotic,biotic,,,,immaterial,material,material,immaterial,2025-03-31 09:32:32.801324+00:00;2025-03-31 09:51:11.164480+00:00,15;30
9861,1481975383498969090,,No;No,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,material,,,,2025-03-31 16:43:45.085824+00:00;2025-03-31 09:21:39.396657+00:00,7;30
9862,1520026109827448832,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:42:39.455603+00:00;2025-03-31 08:44:04.044892+00:00,30;31
9863,1520101607412752385,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:54:21.376037+00:00;2025-03-31 08:54:00.196738+00:00,30;31
9869,1521460561959170049,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:16:04.784095+00:00;2025-03-31 16:49:31.210922+00:00,7;17
9871,1521762551746674688,,No;No,,,,,,,,,none,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 17:15:55.908005+00:00;2025-03-31 16:56:18.506287+00:00,7;17
9872,1482050881524838409,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:20:28.593414+00:00;2025-03-31 09:21:55.936995+00:00,7;30
9882,1523272501219840001,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:46:11.194675+00:00;2025-03-31 08:40:54.545076+00:00,28;31
9883,1482201876456427525,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:34:31.517539+00:00;2025-03-31 09:22:01.650272+00:00,7;30
9893,1524782450601336833,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;No,Yes;Yes,,,,biotic,abiotic,,,,,,material,immaterial;immaterial,,,,2025-03-31 08:47:34.154464+00:00;2025-03-31 08:51:30.002718+00:00,7;31
9894,1482428368872251402,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:34:41.176654+00:00;2025-03-31 09:22:07.164700+00:00,7;30
9903,1526292400162865152,,No;No,,,,,beach,,,,"forest_and_seminatural_areas,water_bodies;water_bodies",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,abiotic;abiotic,,,,,,,material;material,,,,2025-03-31 09:52:58.979894+00:00;2025-03-31 09:21:35.284317+00:00,30;31
9905,1482503866306510848,,No;No,Video game,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,tree animated,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 16:42:48.705333+00:00;2025-03-31 09:22:58.370187+00:00,7;30
9910,1527575857115578368,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:25:43.050657+00:00;2025-03-31 09:52:08.049326+00:00,16;30
9916,1482805856295084033,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-04-01 07:26:58.596685+00:00;2025-04-01 07:43:10.032788+00:00,1;42
9923,1529916278760165382,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:40:33.837156+00:00;2025-03-31 09:28:13.253479+00:00,7;31
9924,1530067273741766656,,No;No,,,,,,,,none,none;none,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,abiotic;abiotic,,,,,map,,immaterial;immaterial,,,,2025-03-31 08:58:40.674202+00:00;2025-03-31 09:01:39.661572+00:00,28;30
9925,1530218268706979843,,Yes;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 10:22:26.979998+00:00;2025-03-31 09:19:32.794596+00:00,30;31
9927,1483032348711337987,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:12:36.477847+00:00;2025-03-31 09:23:03.826175+00:00,7;30
9931,1531048740777238531,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:52:22.126832+00:00;2025-03-31 08:53:26.566743+00:00,30;31
9933,1531275233218502657,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:01:12.282970+00:00;2025-03-31 09:01:52.078621+00:00,7;30
9938,1483409836033589258,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:33:29.950882+00:00;2025-03-31 09:23:12.151242+00:00,7;30
9940,1532483192862789638,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:14:38.279955+00:00;2025-03-31 09:13:05.874839+00:00,7;31
9946,1533691152351625217,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:52:00.027567+00:00;2025-03-31 09:33:04.108408+00:00,30;31
9949,1477823022849568769,,No;No;No;No,Food,,,,,,,none,none;none,none,none,none,Yes;Yes;Yes;Yes,Image 1,No;No;Yes;No,No;No;No;No,No;No;Yes;No,,,,,biotic,,,,,,,material,,,,2025-03-31 09:10:33.569771+00:00;2025-03-31 09:10:35.903785+00:00;2025-03-31 09:10:58.194904+00:00;2025-03-31 09:09:45.161220+00:00,7;17;28;30
9954,1534672619269521408,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:15:24.030490+00:00;2025-03-31 16:55:28.213515+00:00,7;17
9957,1535201101846556672,,No;No,,,,,,,Sky,,"artificial_surfaces;artificial_surfaces,other",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,abiotic;abiotic,,,,,,,material;material,,,,2025-03-31 17:37:24.878357+00:00;2025-03-31 20:44:07.696277+00:00,7;31
9961,1483862820739497985,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:42:55.434060+00:00;2025-03-31 09:23:21.577543+00:00,7;30
9972,1484089313294188544,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 16:34:26.642834+00:00;2025-03-31 09:24:27.888236+00:00,7;30
9975,1537919010792017923,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:15:50.440159+00:00;2025-03-31 16:46:50.672169+00:00,7;17
9976,1538221000604561409,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:07:39.449332+00:00;2025-03-31 16:44:19.476354+00:00,7;17
9982,1539277965355278336,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:25:52.299812+00:00;2025-03-31 09:17:32.259428+00:00,30;31
9983,1484240308103692289,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 09:20:01.323635+00:00;2025-03-31 09:18:43.006656+00:00,7;31
10000,1541844879248179205,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 09:20:53.564303+00:00;2025-03-31 09:17:39.312309+00:00,7;31
10005,1484617795547639808,,No;No,,,,ice-snowscape,,,,none;none,"none;none,forest_and_seminatural_areas",none;none,none;none,none;none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,abiotic,,,,,,,material,,,,2025-03-31 09:06:26.620555+00:00;2025-03-31 09:07:48.194711+00:00,7;31
10028,1547129701998673936,,No;No,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,biotic,,,,,,,material,,,,2025-03-31 08:54:55.365973+00:00;2025-03-31 08:54:48.416642+00:00,30;31
10029,1547280697223675906,,No;No,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 08:58:54.348267+00:00;2025-03-31 09:00:03.958523+00:00,7;28
10031,1547733682034618369,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:09:29.903812+00:00;2025-03-31 16:47:56.472035+00:00,7;17
10041,1549243631638196224,,No;No,,,,,,,,none;none,"none;none,other",none;none,none;none,none;none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,drawing of animal-like creature,,,abiotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 08:48:36.487428+00:00;2025-03-31 08:36:25.013264+00:00,30;31
10052,1550829078382628864,,No;No,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,2025-03-31 17:34:19.029800+00:00;2025-03-31 20:40:10.714337+00:00,7;31
