task_id,platform_id,coding-game,coding-game_reason,extras,harmful_any,harmful_visual,landcover-type_text,landcover-type_visual_0,landcover-type_visual_1,landcover-type_visual_2,landscape-type_expl_text,landscape-type_expl_visual_0,landscape-type_expl_visual_1,landscape-type_expl_visual_3,landscape-type_other_text,landscape-type_other_visual_0,landscape-type_text,landscape-type_visual_0,landscape-type_visual_1,landscape-type_visual_2,landscape-type_visual_3,language_correct,media_relevant,nature_any,nature_text,nature_visual,nep_biological_expl_text,nep_biological_expl_visual_0,nep_biological_expl_visual_1,nep_biological_expl_visual_2,nep_biological_expl_visual_3,nep_biological_text,nep_biological_visual_0,nep_biological_visual_1,nep_biological_visual_2,nep_biological_visual_3,nep_materiality_expl_text,nep_materiality_expl_visual_0,nep_materiality_text,nep_materiality_visual_0,nep_materiality_visual_1,nep_materiality_visual_2,nep_materiality_visual_3,timestamps,user_ids
9638,1720018913193259019,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;Yes,No;Yes,Yes;No,biochar,,,,,abiotic,biotic,,,,,,immaterial,immaterial,,,,2025-04-03 12:06:37.850265+00:00;2025-04-01 14:45:02.099840+00:00,15;42
9639,1503114676145917956,No;No,,Video game;Video game,,,,mountain,,,,,,,,,,forest_and_seminatural_areas;forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,animated dragon,,,,,biotic;abiotic,,,,,,,immaterial;immaterial,,,,2025-04-03 22:04:32.748940+00:00;2025-04-05 11:21:05.905058+00:00,10;30
9640,1720351102149816720,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:12:57.833012+00:00;2025-04-01 15:56:47.449937+00:00,7;42
9642,1720668191456711097,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:01:46.131650+00:00;2025-04-01 14:41:45.428152+00:00,15;42
9643,1720773888005517500,No;No,,Sport,,,,,,,,,,,,,none,artificial_surfaces,,,,Yes;Yes,Image 1,No;Yes,No;Yes,No;Yes,,,,,,biotic,biotic,,,,,,immaterial,immaterial,,,,2025-04-03 16:06:12.220063+00:00;2025-04-03 16:07:43.773768+00:00,7;17
9646,1721226872762126736,No;No,,,,,,,,,"The Sun, so I guess it's the Galaxy ",,,,,,,forest_and_seminatural_areas,,,,Yes;Yes,Image 1,No;Yes,No;Yes,No;Yes,,,,,,abiotic,biotic,,,,,,material,material,,,,2025-04-03 22:16:23.582602+00:00;2025-04-09 10:14:50.067804+00:00,10;29
9647,1721559061705945259,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:44:39.346116+00:00;2025-04-01 12:51:26.205621+00:00,7;42
9648,1721694957197463793,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:35:31.884999+00:00;2025-04-01 15:50:53.329930+00:00,7;42
9649,1721830852538044501,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:29:34.839958+00:00;2025-04-01 07:46:54.283535+00:00,15;42
9652,1722163041352253517,No;No,,Food,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,,,biotic,,,,,,,material,,,,2025-04-03 14:30:15.494864+00:00;2025-04-03 15:43:50.041598+00:00,15;17
9653,1722283837462290706,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 13:39:02.335392+00:00;2025-04-01 16:20:08.514967+00:00,15;42
9654,1722585827283288451,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:23:06.838953+00:00;2025-04-01 13:52:22.206728+00:00,17;42
9655,1722918016113943003,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:46:31.386830+00:00;2025-04-01 08:54:57.973967+00:00,7;42
9656,1723038812186542376,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,No;Yes,No;No,No;No,,,,,,,,,,,,,,material,,,,2025-04-03 16:32:56.970284+00:00;2025-04-03 18:06:04.723106+00:00,7;10
9661,1503341168536715268,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-03 19:17:28.079152+00:00;2025-04-08 09:48:47.978222+00:00,10;29
9662,1723951324796965006,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:55:20.634511+00:00;2025-03-31 08:55:41.716814+00:00,30;31
9663,1724261871191302380,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 17:28:11.468463+00:00;2025-03-31 20:53:25.358044+00:00,7;31
9665,1724548761634914492,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:57:32.101068+00:00;2025-04-01 08:16:34.373839+00:00,7;42
9666,1724699756499235316,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-03 13:45:54.461090+00:00;2025-04-01 13:19:15.889654+00:00,15;42
9667,1724850751514562654,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 13:04:09.425096+00:00;2025-04-01 08:47:59.714655+00:00,15;42
9668,1725001746475561183,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,material,,,,2025-04-03 16:11:55.624689+00:00;2025-04-03 16:15:58.932788+00:00,7;17
9670,1725318835732094991,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:06:52.057171+00:00;2025-03-31 16:57:40.599860+00:00,7;17
9671,1725620825704067108,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 12:53:04.650902+00:00;2025-04-01 15:48:23.216647+00:00,7;42
9672,1479785957339672576,No;No,,Health,,,,,,,,,,,,,none;none,none;none,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,ice,,,,,abiotic;biotic,abiotic;abiotic,,,,,map,material;material,immaterial;immaterial,,,,2025-03-31 09:21:52.874478+00:00;2025-03-31 09:17:19.588760+00:00,7;30
9673,1503567660897943554,No;No,,,text,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-03 18:47:03.606800+00:00;2025-04-07 15:56:29.168850+00:00,10;29
9676,1726209705859809763,No;No,,Sport,,,,,,,,,,,,,,artificial_surfaces,artificial_surfaces,artificial_surfaces,,Yes;Yes,"Image 1,Image 2,Image 3",Yes;No,No;No,Yes;No,,,,,,,biotic,biotic,biotic,,,,,immaterial,immaterial,immaterial,,2025-04-02 12:34:52.132668+00:00;2025-04-01 13:28:12.741856+00:00,7;42
9677,1726421098944692726,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:29:57.330546+00:00;2025-04-01 14:54:15.443046+00:00,7;42
9678,1726511695827505214,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:40:13.680419+00:00;2025-04-01 08:27:16.054248+00:00,7;42
9679,1726662690830225884,No;No,,Food;Food,,,,,,,,,,,,,none,none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic;biotic,biotic;biotic,,,,,,material;material,material;material,,,,2025-04-02 14:04:11.493035+00:00;2025-04-03 15:48:13.588267+00:00,15;17
9680,1726813685669392608,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 14:04:18.802179+00:00;2025-04-01 15:43:25.491403+00:00,15;42
9681,1726979780170674568,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:10:50.813789+00:00;2025-03-31 16:55:09.622716+00:00,7;17
9682,1727130775051731418,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:02:57.445135+00:00;2025-04-01 13:05:53.965552+00:00,7;42
9683,1727266670602006858,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:51:53.296921+00:00;2025-03-31 09:19:10.165002+00:00,30;31
9684,1503643158302937097,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 12:33:33.776020+00:00;2025-04-01 13:19:30.776575+00:00,15;42
9685,1727417665520845061,No;Yes,is a cloudy sky enough to be included?,,,,,,,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,abiotic;abiotic,,,,,,,material;material,,,,2025-04-03 13:03:01.878049+00:00;2025-04-01 07:52:17.512900+00:00,15;42
9687,1727719655370842339,No;No,,Food,,,,,,,,,,,,,,"artificial_surfaces,wetlands;artificial_surfaces,forest_and_seminatural_areas",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;No,Yes;Yes,,,,,,biotic,biotic;biotic,,,,,,material,material;material,,,,2025-04-02 14:06:25.658494+00:00;2025-04-01 14:42:37.062962+00:00,15;42
9689,1728021645137199403,No;No,,,,,,,,,,,,,,,,none;forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;material,,,,2025-04-03 18:33:21.794846+00:00;2025-04-07 15:37:00.380054+00:00,10;29
9691,1728474630166319275,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 22:08:16.720700+00:00;2025-04-05 11:31:30.175270+00:00,10;30
9692,1728625625089393006,No;No,,,,,,,,,beach,,,,,,forest_and_seminatural_areas,forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,Yes;Yes,Yes;Yes,,,,,,biotic,biotic;biotic,,,,,,material;material,material;material,,,,2025-04-02 12:41:24.801869+00:00;2025-04-01 14:03:28.674148+00:00,7;42
9693,1728776620021096905,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:32:33.863097+00:00;2025-04-01 13:58:08.361022+00:00,7;42
9695,1503794153410469896,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:19:25.359480+00:00;2025-04-01 12:47:56.105939+00:00,7;42
9696,1729320201815023669,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:28:53.951111+00:00;2025-03-31 10:22:05.771125+00:00,16;30
9697,1729380599788355725,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:17:04.205107+00:00;2025-04-03 18:07:56.711880+00:00,7;10
9698,1729531594778759383,No;No,,,,,,,,,,,,,,,,,,,,Yes;No,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:20:43.267489+00:00;2025-04-08 09:11:46.735922+00:00,10;29
9700,1730060076877041712,No;No,,,,,,,,,,,,,,,,forest_and_seminatural_areas,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,animated landscapes ,,,,,abiotic,,,,,,,immaterial,,,,2025-04-03 22:23:16.010616+00:00;2025-04-05 11:31:06.918875+00:00,10;30
9702,1730286569146478847,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:20:11.511558+00:00;2025-04-01 08:26:52.820023+00:00,7;42
9703,1730437564438585814,No;No,,,,,,mountain,,,,,,,,,,forest_and_seminatural_areas,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,abiotic,,,,,,,immaterial,,,,2025-04-03 22:19:57.680119+00:00;2025-04-07 15:42:01.958913+00:00,10;29
9704,1730588559340384714,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:31:24.080931+00:00;2025-04-01 08:51:25.868133+00:00,7;42
9705,1730890549262000504,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:40:23.841755+00:00;2025-04-01 14:39:35.956252+00:00,7;42
9706,1503945148375642116,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,material,,,,2025-04-03 22:47:38.378703+00:00;2025-04-08 09:47:01.552362+00:00,10;29
9708,1731192539120882048,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 14:04:52.223373+00:00;2025-04-01 13:17:55.722693+00:00,7;42
9710,1731645523554451459,No;No,,,,,,,,,,,,,,,,forest_and_seminatural_areas;forest_and_seminatural_areas,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 19:17:03.317117+00:00;2025-04-07 10:15:28.856666+00:00,10;29
9712,1732098508512166045,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 13:40:19.380206+00:00;2025-04-01 14:21:09.214260+00:00,15;42
9713,1732249503624024145,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:15:10.697295+00:00;2025-04-03 18:06:35.929914+00:00,7;10
9715,1732551493608206708,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 15:52:21.108346+00:00;2025-04-02 15:11:18.304208+00:00,7;15
9717,1504096143319486470,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-01 09:56:59.381022+00:00;2025-04-01 07:43:57.840029+00:00,1;42
9718,1733004478486302745,No;No,,,,,,,,,,,,,,,none,none,none,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,Yes;Yes,Yes;Yes,emoji,,,,,biotic;biotic,biotic;biotic,biotic;biotic,,,,,immaterial;immaterial,immaterial;immaterial,immaterial;immaterial,,,2025-04-03 16:22:50.099668+00:00;2025-04-01 14:34:36.800658+00:00,7;42
9720,1733351766832672854,No;No,,Food,,,,,,,,,,,,,none;none,none;none,none,none,none,Yes;Yes,Image 1,Yes;Yes,Yes;Yes,No;Yes,,,,,,biotic;biotic,biotic,,,,,,immaterial;immaterial,material,,,,2025-03-31 09:09:16.775909+00:00;2025-03-31 09:08:41.460765+00:00,7;17
9721,1733487662135144748,No;No,,Sport,,,,,,,,,,,,,,artificial_surfaces;artificial_surfaces,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 15:55:44.106170+00:00;2025-04-03 15:57:01.817669+00:00,7;17
9724,1734061442914300141,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:23:24.431908+00:00;2025-04-01 14:29:39.786770+00:00,17;42
9725,1734212437937639670,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;material,,,,2025-04-03 12:18:59.529811+00:00;2025-04-01 13:17:33.808472+00:00,15;42
9726,1734363432986751096,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-03 13:06:16.771798+00:00;2025-04-01 14:38:11.024710+00:00,15;42
9727,1734680522184343762,No;No,,,,,,,,,,,,,,,,"water_bodies;forest_and_seminatural_areas,water_bodies",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;abiotic,,,,,,,material;material,,,,2025-04-03 14:16:48.460777+00:00;2025-04-01 07:53:19.450165+00:00,15;42
9729,1734816417521004709,No;No,,,,,,,,,,,,,,,none;none,none;none,none;none,none;none,none;none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 08:56:15.868278+00:00;2025-03-31 08:57:04.692660+00:00,7;31
9730,1735133507025055894,No;No,,,"text,visual",,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 18:50:14.764281+00:00;2025-04-05 11:19:40.283128+00:00,10;30
9731,1735284502048510425,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:29:15.847270+00:00;2025-04-01 14:54:09.893214+00:00,7;42
9732,1735420397502505004,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 17:16:23.301059+00:00;2025-04-03 18:25:08.225210+00:00,7;10
9733,1735571392282628503,No;No,,Video game;Video game,,,,,,,,,,,,,,,water_bodies,,,Yes;Yes,Image 2;Image 1,Yes;Yes,No;No,Yes;Yes,,animal animation/drawing,,,,,biotic,biotic,,,,animated,,immaterial,immaterial,,,2025-04-03 19:18:54.060193+00:00;2025-04-05 11:22:51.541547+00:00,10;30
9734,1735722387486728632,No;No,,Sport,,,,,,,,,,,,,,,,,,Yes;Yes,,Yes;No,Yes;No,No;No,,,,,,biotic,,,,,,,immaterial,,,,,2025-04-03 13:14:55.464017+00:00;2025-04-01 14:28:14.186951+00:00,15;42
9736,1736175372205449693,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1,Yes;Yes,No;Yes,Yes;No,,,,,,biotic,biotic,,,,,,immaterial,immaterial,,,,2025-03-31 16:55:53.600751+00:00;2025-03-31 20:35:11.567238+00:00,17;31
9739,1504549128151478275,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,,,biotic,,,,,,,immaterial,,,,2025-04-02 14:45:52.141107+00:00;2025-04-01 13:30:40.650019+00:00,15;42
9740,1736634900202012900,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 19:00:33.077775+00:00;2025-04-05 11:31:12.203846+00:00,10;30
9742,1737096441347092709,No,,,,,,,,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,,,biotic,,,,,,,material,,,,2025-03-31 16:34:17.711038+00:00;2025-03-31 09:19:00.876357+00:00,7;16
9745,1737564525795090619,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-02 14:00:11.467296+00:00;2025-04-01 14:16:43.727381+00:00,15;42
9746,1737685321750294986,No;No,,Health,,,,,,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-04-03 16:04:13.427363+00:00;2025-04-03 16:02:45.026510+00:00,7;17
9747,1737851416163807419,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:24:02.046451+00:00;2025-03-31 09:29:32.767104+00:00,16;28
9748,1737987311516672244,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,Yes;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:29:24.331162+00:00;2025-03-31 10:26:19.259169+00:00,28;30
9749,1738138306494242913,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:27:02.065307+00:00;2025-03-31 10:03:26.322265+00:00,28;30
9750,1504700123133231117,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-04-03 16:07:35.081587+00:00;2025-04-01 14:37:13.452821+00:00,7;42
9751,1738289301518250044,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:26:55.576092+00:00;2025-03-31 09:51:17.123771+00:00,28;30
9752,1738440296474546640,No;No,,,,,,,,,,,,,,,,none;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,animal animation/drawing,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 09:26:44.799940+00:00;2025-03-31 10:10:20.127098+00:00,28;30
9753,1738606390774521983,No;No,,Sport;Sport,,,,,,,,,,sports pitch,,,none;none,none;none,none;none,none;none,artificial_surfaces;artificial_surfaces,Yes;Yes,Image 4;Image 4,Yes;Yes,No;No,Yes;Yes,,,,,,,,,,biotic;biotic,,,,,,,material;material,2025-03-31 08:52:51.843831+00:00;2025-03-31 08:52:00.371673+00:00,7;30
9754,1738742286304030961,Yes;No,"sky on the background, health?",Health,,,,,,,,,,,,,,forest_and_seminatural_areas;none,,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,sky,,,,,abiotic;abiotic,,,,,,,material;immaterial,,,,2025-03-31 09:26:12.152823+00:00;2025-03-31 10:11:47.469642+00:00,28;30
9755,1738914923932180710,No;Yes,,Health,,,,,,,,,,,,,none;forest_and_seminatural_areas,artificial_surfaces,artificial_surfaces,,,Yes;Yes,"Image 1,Image 2;Image 1,Image 2",Yes;Yes,Yes;Yes,Yes;Yes,,,,,,abiotic;biotic,biotic;biotic,biotic,,,,,immaterial;material,material;material,material,,,2025-03-31 09:22:37.152002+00:00;2025-03-31 10:02:52.496963+00:00,28;30
9756,1739059375665185123,No;No,,Sport;Sport,,,,,,,,,,,,,none,artificial_surfaces;artificial_surfaces,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,material;material,,,,2025-03-31 09:22:49.202815+00:00;2025-03-31 09:20:05.474951+00:00,7;28
9757,1739195270896718169,No;No,,,,,,,,,,,,,,,none,none;none,none,none,none,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,drawing of tree,,,,,biotic,,,,,,,immaterial,,,,2025-03-31 09:05:59.321466+00:00;2025-03-31 09:05:30.109095+00:00,7;30
9758,1739346266054676918,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:19:16.992401+00:00;2025-03-31 09:58:18.710415+00:00,28;30
9759,1739497261069926465,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:18:57.403951+00:00;2025-03-31 09:58:46.696196+00:00,28;30
9760,1739663355504427304,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:18:34.187177+00:00;2025-03-31 09:21:52.213662+00:00,28;31
9761,1504851118064644096,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 17:09:42.354830+00:00;2025-03-31 16:47:04.164282+00:00,7;17
9762,1739799250790236510,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:27:21.151132+00:00;2025-03-31 09:18:26.534118+00:00,16;28
9763,1739950245931278634,No;No,,,,,,,,,,,,,,,,"forest_and_seminatural_areas;agricultural_areas,forest_and_seminatural_areas",,,,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;material,,,,2025-03-31 16:33:21.362741+00:00;2025-03-31 09:18:16.938525+00:00,7;28
9764,1740101240481046797,No;No,,,,,,,,,,,,,,,,none,,,,Yes;Yes,Image 1,Yes;No,No;No,Yes;No,,,,,,,biotic,,,,,,,material,,,,2025-03-31 09:16:41.725960+00:00;2025-03-31 10:05:45.403677+00:00,28;30
9765,1740252235706380419,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:18:13.404036+00:00;2025-03-31 09:16:10.007311+00:00,7;28
9766,1740433429714415720,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;No,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:16:37.842734+00:00;2025-03-31 09:16:04.375214+00:00,7;28
9767,1740584424629301758,No;No,,,,,,,,,,,,,,,,,,,,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:15:48.762241+00:00;2025-03-31 09:49:50.983068+00:00,28;30
9768,1740705220538040601,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:16:18.568664+00:00;2025-03-31 09:15:33.901840+00:00,7;28
9769,1740886414290502114,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:16:28.076147+00:00;2025-03-31 09:15:18.402615+00:00,7;28
9770,1741028853001453718,No;No,,,,,,,,,,,,,,,none,none;none,none,none,none,Yes;Yes,Image 1;Image 1,Yes;Yes,No;No,Yes;Yes,,,,,,,biotic;biotic,,,,,,,immaterial;immaterial,,,,2025-03-31 09:16:58.048332+00:00;2025-03-31 09:15:10.276388+00:00,7;28
9772,1480087946636181504,No;No,,,,,,,,,,,,,,,none,none,none,none,none,Yes;Yes,,No;No,No;No,No;No,,,,,,,,,,,,,,,,,,2025-03-31 09:19:00.244599+00:00;2025-03-31 09:17:33.181464+00:00,7;30
9773,1505153107994501120,No;No,,Food,,,,,,,,,,,,,,artificial_surfaces,,,,Yes;Yes,Image 1,No;Yes,No;No,No;Yes,,,,,,,biotic,,,,,,,material,,,,2025-04-03 18:29:22.314444+00:00;2025-04-09 09:59:31.437216+00:00,10;29
