image_name,nature_visual,nep_materiality_visual,nep_biological_visual,landscape-type_visual,platform_id,index
1562455689246543872_1,No,,,none,1562455689246543872,1
1563135166377500676_0,No,,,,1563135166377500676,0
1563890141151764480_0,Yes,immaterial,biotic,,1563890141151764480,0
1564796110748663811_0,Yes,material,biotic,none,1564796110748663811,0
1565098100728836096_0,No,,,,1565098100728836096,0
1565702080517623810_0,No,,,none,1565702080517623810,0
1568117999479017472_0,No,,,,1568117999479017472,0
1568117999479017472_1,No,,,,1568117999479017472,1
1569778943779307520_0,No,,,none,1569778943779307520,0
1569778943779307520_1,No,,,none,1569778943779307520,1
1569778943779307520_2,No,,,none,1569778943779307520,2
1569778943779307520_3,No,,,none,1569778943779307520,3
1570080933864169475_0,No,,,none,1570080933864169475,0
1570231928867164165_0,No,,,,1570231928867164165,0
1571137898480640000_0,No,,,,1571137898480640000,0
1571364390733225986_0,Yes,material,biotic,,1571364390733225986,0
1572496852985196546_0,No,,,,1572496852985196546,0
1573553817500749825_0,Yes,material,biotic,none,1573553817500749825,0
1574837274663174144_0,No,,,,1574837274663174144,0
1574912772063694848_0,No,,,,1574912772063694848,0
1574912772063694848_1,No,,,,1574912772063694848,1
1575139264546881551_0,No,,,,1575139264546881551,0
1576120731532144640_0,No,,,,1576120731532144640,0
1577026701044817920_0,No,,,none,1577026701044817920,0
1577026701044817920_1,No,,,none,1577026701044817920,1
1577404188568743937_0,Yes,immaterial,abiotic,none,1577404188568743937,0
1577479685893607425_0,No,,,,1577479685893607425,0
1578083665787367424_0,Yes,material,biotic,artificial_surfaces,1578083665787367424,0
1578083665787367424_1,Yes,material,biotic,artificial_surfaces,1578083665787367424,1
1578385655838773248_0,Yes,material,biotic,none,1578385655838773248,0
1578989635065511937_0,No,,,,1578989635065511937,0
1580197595133415427_0,No,,,,1580197595133415427,0
1581103564696346625_0,No,,,,1581103564696346625,0
1584123463609958400_0,Yes,material,biotic,none,1584123463609958400,0
1586690377729429507_0,No,,,,1586690377729429507,0
1590012266459856896_0,Yes,material,biotic,forest_and_seminatural_areas,1590012266459856896,0
1590238758938767360_0,No,,,,1590238758938767360,0
1592428185597116416_0,Yes,immaterial,biotic,none,1592428185597116416,0
1593183160317026305_0,No,,,,1593183160317026305,0
1593862637334728704_0,Yes,immaterial,abiotic,other,1593862637334728704,0
1594995099502579712_0,No,,,none,1594995099502579712,0
1595297089558220801_0,No,,,none,1595297089558220801,0
1596807038730121216_0,No,,,,1596807038730121216,0
1597260023650222080_0,Yes,immaterial,biotic,,1597260023650222080,0
1597486516179439617_0,Yes,material,biotic,none,1597486516179439617,0
1598467983185424384_0,Yes,material,abiotic,none,1598467983185424384,0
1598618978217529344_0,No,,,none,1598618978217529344,0
1602620344170430466_0,No,,,,1602620344170430466,0
1602695841814290434_0,Yes,immaterial,biotic,,1602695841814290434,0
1604205791103406080_0,No,,,,1604205791103406080,0
1604507781058375684_0,Yes,material,biotic,none,1604507781058375684,0
1604507781058375684_1,Yes,material,biotic,none,1604507781058375684,1
1604507781058375684_2,Yes,material,biotic,none,1604507781058375684,2
1604507781058375684_3,Yes,material,biotic,none,1604507781058375684,3
1605413750814789632_0,Yes,material,biotic,none,1605413750814789632,0
1606017730586546202_0,Yes,material,biotic,none,1606017730586546202,0
1606244222897573888_0,Yes,material,biotic,none,1606244222897573888,0
1606923700108152834_0,No,,,,1606923700108152834,0
1607754172396347392_0,No,,,,1607754172396347392,0
1607754172396347392_1,No,,,,1607754172396347392,1
1607754172396347392_2,No,,,,1607754172396347392,2
1607754172396347392_3,No,,,,1607754172396347392,3
1607980664795848704_0,No,,,,1607980664795848704,0
1608131659777605633_0,No,,,,1608131659777605633,0
1608735639557791744_0,No,,,,1608735639557791744,0
1609188624318304259_0,No,,,,1609188624318304259,0
1610397590587166721_0,Yes,immaterial,abiotic,artificial_surfaces,1610397590587166721,0
1611303559894532096_0,Yes,immaterial,abiotic,,1611303559894532096,0
1611620649566625793_0,No,,,,1611620649566625793,0
1611907540031524866_0,No,,,none,1611907540031524866,0
1612209529919242245_0,No,,,none,1612209529919242245,0
1612964504567939074_0,Yes,material,biotic,artificial_surfaces,1612964504567939074,0
1613568484432044037_0,Yes,immaterial,biotic,none,1613568484432044037,0
1614489553531805696_0,Yes,material,biotic,none,1614489553531805696,0
1614927438764457984_0,No,,,none,1614927438764457984,0
1615093533358329857_0,No,,,,1615093533358329857,0
1616588383173869569_0,Yes,immaterial,biotic,forest_and_seminatural_areas,1616588383173869569,0
1616754477733928963_1,Yes,material,abiotic,water_bodies,1616754477733928963,1
1616890373170941953_0,No,,,,1616890373170941953,0
1617192363037806594_0,No,,,,1617192363037806594,0
1617343357788758017_0,No,,,,1617343357788758017,0
1617494352808353792_0,No,,,none,1617494352808353792,0
1618400322640306176_0,No,,,,1618400322640306176,0
1618716405284896770_0,No,,,none,1618716405284896770,0
1618868406945726470_0,Yes,material,biotic,artificial_surfaces,1618868406945726470,0
1619170396544339970_0,Yes,immaterial,biotic,none,1619170396544339970,0
1619306292069421062_0,No,,,,1619306292069421062,0
1619457287156023296_0,Yes,immaterial,biotic,,1619457287156023296,0
1619759277094371328_0,Yes,material,biotic,none,1619759277094371328,0
1620514251772428289_0,No,,,,1620514251772428289,0
1620514251772428289_1,No,,,,1620514251772428289,1
1620665246586404866_0,Yes,material,biotic,none,1620665246586404866,0
1620665246586404866_1,Yes,material,biotic,,1620665246586404866,1
1620665246586404866_2,Yes,material,biotic,,1620665246586404866,2
1620665246586404866_3,Yes,material,biotic,,1620665246586404866,3
1620967236528930817_0,No,,,,1620967236528930817,0
1621269226505011200_0,No,,,,1621269226505011200,0
1621571216459939841_0,No,,,,1621571216459939841,0
1621571216459939841_1,No,,,,1621571216459939841,1
1621873206234677248_0,No,,,,1621873206234677248,0
1623685145604620288_0,No,,,,1623685145604620288,0
1623685145604620288_1,No,,,,1623685145604620288,1
1623685145604620288_2,No,,,,1623685145604620288,2
1623987135467642881_0,No,,,none,1623987135467642881,0
1624742110212591616_0,No,,,,1624742110212591616,0
1625044100117413888_0,No,,,,1625044100117413888,0
1626448353008697345_0,Yes,immaterial,biotic,none,1626448353008697345,0
1627762009000255488_0,Yes,immaterial,biotic,none,1627762009000255488,0
1635009766358663168_0,Yes,immaterial,abiotic,forest_and_seminatural_areas,1635009766358663168,0
1638497749640306688_0,No,,,,1638497749640306688,0
1638784639966781440_0,No,,,,1638784639966781440,0
1639841604554067968_0,Yes,material,abiotic,,1639841604554067968,0
1640143594471211008_0,No,,,,1640143594471211008,0
1640143594471211008_1,No,,,,1640143594471211008,1
1640445584145260552_0,No,,,,1640445584145260552,0
1640898569279242240_0,Yes,immaterial,biotic,forest_and_seminatural_areas,1640898569279242240,0
1641366653249232896_0,No,,,none,1641366653249232896,0
1641366653249232896_1,No,,,none,1641366653249232896,1
1641366653249232896_2,No,,,none,1641366653249232896,2
1641653544012107776_0,No,,,,1641653544012107776,0
1641804538809311232_1,Yes,material,biotic,none,1641804538809311232,1
1642438717712351233_0,No,,,,1642438717712351233,0
1642710508536037378_0,No,,,none,1642710508536037378,0
1642861503547346944_0,No,,,,1642861503547346944,0
1642861503547346944_1,No,,,,1642861503547346944,1
1642861503547346944_2,No,,,,1642861503547346944,2
1643178592476561411_0,Yes,immaterial,biotic,none,1643178592476561411,0
1644069463053029390_0,No,,,,1644069463053029390,0
1644069463053029390_1,No,,,,1644069463053029390,1
1644522447616774149_0,No,,,none,1644522447616774149,0
1644824437810778114_0,No,,,,1644824437810778114,0
1644975432511389696_0,No,,,,1644975432511389696,0
1646349486623453186_0,Yes,immaterial,biotic,none,1646349486623453186,0
1646485382102650880_0,No,,,,1646485382102650880,0
1646636376819916800_0,No,,,,1646636376819916800,0
1647089361895260160_0,No,,,none,1647089361895260160,0
1647864972695748609_0,No,,,,1647864972695748609,0
1647864972695748609_1,No,,,,1647864972695748609,1
1647864972695748609_2,No,,,,1647864972695748609,2
1647864972695748609_3,No,,,,1647864972695748609,3
1648008417896718337_0,No,,,none,1648008417896718337,0
1648914387321917440_0,Yes,immaterial,biotic,artificial_surfaces,1648914387321917440,0
1649518367265505281_0,No,,,,1649518367265505281,0
1649699561043107841_0,Yes,material,biotic,none,1649699561043107841,0
1649986451625373699_0,No,,,none,1649986451625373699,0
1652387271184728065_0,No,,,,1652387271184728065,0
1652689261139722242_0,No,,,,1652689261139722242,0
1652840256041893889_0,Yes,immaterial,biotic,none,1652840256041893889,0
1653747232300998659_0,Yes,material,biotic,none,1653747232300998659,0
1655091087390945282_0,No,,,,1655091087390945282,0
1655393077282873344_0,No,,,,1655393077282873344,0
1655997057063337984_0,Yes,material,biotic,,1655997057063337984,0
1656465141179744256_0,No,,,,1656465141179744256,0
1656616136321150976_0,Yes,immaterial,biotic,none,1656616136321150976,0
1657808996378525696_0,No,,,,1657808996378525696,0
1657959991192502272_0,Yes,immaterial,biotic,none,1657959991192502272,0
1658261980929572864_0,No,,,,1658261980929572864,0
1658745164960251905_0,No,,,,1658745164960251905,0
1659047154772475904_0,Yes,immaterial,biotic,,1659047154772475904,0
1659167950757064707_0,Yes,material,biotic,artificial_surfaces,1659167950757064707,0
1659318945751650309_0,Yes,immaterial,abiotic,none,1659318945751650309,0
1661010089199947778_0,No,,,,1661010089199947778,0
1661900959281233920_0,Yes,material,biotic,artificial_surfaces,1661900959281233920,0
1662036854747840512_0,Yes,immaterial,biotic,,1662036854747840512,0
1662791829488824320_0,Yes,immaterial,biotic,none,1662791829488824320,0
1663259913668243457_0,Yes,material,biotic,,1663259913668243457,0
1663712898646982657_0,Yes,material,biotic,,1663712898646982657,0
1663848794130370560_0,No,,,,1663848794130370560,0
1664060186963714059_0,No,,,,1664060186963714059,0
1664164876493680641_0,Yes,material,biotic,wetlands,1664164876493680641,0
1665660733441601536_0,No,,,,1665660733441601536,0
1665977822857363456_0,No,,,,1665977822857363456,0
1667019687979253763_0,No,,,,1667019687979253763,0
1668272945985118212_0,No,,,,1668272945985118212,0
1668529637398401026_0,No,,,,1668529637398401026,0
1670417074219548672_0,No,,,,1670417074219548672,0
1671247546407157762_0,Yes,material,biotic,artificial_surfaces,1671247546407157762,0
1671549536177643520_0,No,,,none,1671549536177643520,0
1671851526174670857_0,No,,,none,1671851526174670857,0
1672304511015067649_0,No,,,none,1672304511015067649,0
1672757495666802688_0,No,,,none,1672757495666802688,0
1673089684480708610_0,Yes,immaterial,abiotic,none,1673089684480708610,0
1673376575079825414_0,No,,,none,1673376575079825414,0
1673512470525403137_0,No,,,none,1673512470525403137,0
1673708763893858306_0,No,,,none,1673708763893858306,0
1673844659431305216_0,No,,,none,1673844659431305216,0
1673965455323828224_0,No,,,none,1673965455323828224,0
1674131549770641409_0,No,,,none,1674131549770641409,0
1674267445165686784_0,No,,,none,1674267445165686784,0
1674418440172625920_0,Yes,immaterial,biotic,none,1674418440172625920,0
1674569435149922304_0,Yes,material,biotic,none,1674569435149922304,0
1674871425067278340_0,No,,,none,1674871425067278340,0
1675022420007329793_0,Yes,material,biotic,none,1675022420007329793,0
1675173414942670848_0,Yes,material,biotic,none,1675173414942670848,0
1675173414942670848_1,Yes,material,biotic,none,1675173414942670848,1
1675505603727302658_0,No,,,none,1675505603727302658,0
1675973687999176706_0,No,,,none,1675973687999176706,0
1676094484092792833_0,No,,,none,1676094484092792833,0
1676230379525611522_0,No,,,none,1676230379525611522,0
1676381374419435520_0,No,,,none,1676381374419435520,0
1676532369086623746_0,Yes,immaterial,abiotic,none,1676532369086623746,0
1676834359012126721_0,No,,,,1676834359012126721,0
1676985354279342081_0,No,,,none,1676985354279342081,0
1676985354279342081_1,No,,,none,1676985354279342081,1
1677302443657379843_0,No,,,,1677302443657379843,0
1677453438509096960_0,No,,,,1677453438509096960,0
1677589334025748480_0,No,,,,1677589334025748480,0
1677785627461316610_1,Yes,material,abiotic,artificial_surfaces,1677785627461316610,1
1677891323821723648_0,No,,,,1677891323821723648,0
1678344308779302912_1,Yes,material,biotic,none,1678344308779302912,1
1678646298621116416_0,No,,,,1678646298621116416,0
1678812393072394240_0,Yes,immaterial,biotic,none,1678812393072394240,0
1679053984991174656_0,Yes,material,biotic,none,1679053984991174656,0
1679129482290921475_0,Yes,immaterial,biotic,none,1679129482290921475,0
1679250278338396161_0,Yes,material,biotic,none,1679250278338396161,0
1679401273202823170_0,No,,,,1679401273202823170,0
1679552268272541701_0,Yes,immaterial,biotic,none,1679552268272541701,0
1679703263216799744_0,Yes,immaterial,biotic,none,1679703263216799744,0
1679854258215178240_0,No,,,,1679854258215178240,0
1680005253134008320_0,No,,,none,1680005253134008320,0
1680307243047088131_1,Yes,immaterial,biotic,none,1680307243047088131,1
1680503536478560257_0,No,,,none,1680503536478560257,0
1680624332350033921_0,No,,,,1680624332350033921,0
1680624332350033921_1,No,,,,1680624332350033921,1
1680775327197564928_0,No,,,,1680775327197564928,0
1680911222688940032_0,Yes,immaterial,biotic,artificial_surfaces,1680911222688940032,0
1681077317257543680_0,No,,,,1681077317257543680,0
1681228312020910080_0,No,,,,1681228312020910080,0
1681364207646670864_0,Yes,material,biotic,none,1681364207646670864,0
1681515202527854593_0,No,,,,1681515202527854593,0
1682285276524347392_0,No,,,,1682285276524347392,0
1682753361064480770_0,Yes,immaterial,biotic,none,1682753361064480770,0
1682874157065969664_0,No,,,,1682874157065969664,0
1683659330594258946_0,Yes,immaterial,biotic,none,1683659330594258946,0
1684686096389599233_0,Yes,immaterial,abiotic,none,1684686096389599233,0
1684686096389599233_1,Yes,immaterial,abiotic,none,1684686096389599233,1
1684686096389599233_2,Yes,immaterial,abiotic,none,1684686096389599233,2
1685622265008787456_0,Yes,material,biotic,none,1685622265008787456,0
1686060150312910848_0,No,,,,1686060150312910848,0
1686362140284776448_0,No,,,,1686362140284776448,0
1686951020583112704_0,No,,,,1686951020583112704,0
1687404005419569152_0,No,,,,1687404005419569152,0
1687404005419569152_1,No,,,,1687404005419569152,1
1687947587217772544_0,Yes,material,biotic,artificial_surfaces,1687947587217772544,0
1688038183928209408_0,No,,,,1688038183928209408,0
1688309974970122240_0,No,,,,1688309974970122240,0
1689366939574157312_0,Yes,material,biotic,none,1689366939574157312,0
1689970919303745536_0,No,,,,1689970919303745536,0
1690876888988766208_0,No,,,,1690876888988766208,0
1692537833171669076_0,No,,,,1692537833171669076,0
1693745792987648243_0,No,,,,1693745792987648243,0
1694576265020207232_0,No,,,,1694576265020207232,0
1694817857001886171_0,No,,,,1694817857001886171,0
1695874821685436690_0,No,,,,1695874821685436690,0
1696025816516407688_0,No,,,,1696025816516407688,0
1696161712099999931_0,No,,,,1696161712099999931,0
1696614696952992107_0,Yes,material,biotic,artificial_surfaces,1696614696952992107,0
1696780791353602079_0,No,,,,1696780791353602079,0
1697671661523439804_0,No,,,,1697671661523439804,0
1698879621054259651_0,No,,,,1698879621054259651,0
1699030615931195481_0,No,,,none,1699030615931195481,0
1700993550035697823_0,No,,,none,1700993550035697823,0
1701159644738043990_0,No,,,none,1701159644738043990,0
1701295539999088674_0,No,,,none,1701295539999088674,0
1702216609249538071_0,No,,,,1702216609249538071,0
1702352504875258132_0,Yes,immaterial,biotic,none,1702352504875258132,0
1702654494746489290_0,No,,,,1702654494746489290,0
1703258474426061034_0,Yes,immaterial,biotic,none,1703258474426061034,0
1703409469345169882_1,Yes,immaterial,biotic,none,1703409469345169882,1
1703409469345169882_2,Yes,immaterial,biotic,none,1703409469345169882,2
1703409469345169882_3,Yes,immaterial,biotic,none,1703409469345169882,3
1703560464393789586_0,No,,,,1703560464393789586,0
1703862454143304161_0,Yes,material,biotic,artificial_surfaces,1703862454143304161,0
1703862454143304161_1,Yes,material,biotic,artificial_surfaces,1703862454143304161,1
1703862454143304161_2,Yes,material,biotic,artificial_surfaces,1703862454143304161,2
1703862454143304161_3,Yes,material,biotic,artificial_surfaces,1703862454143304161,3
1704179543479599295_0,No,,,none,1704179543479599295,0
1704768423925068239_0,Yes,immaterial,biotic,none,1704768423925068239,0
1705070413695558017_0,No,,,,1705070413695558017,0
1705991483021464019_0,No,,,,1705991483021464019,0
1707788322767077750_0,Yes,immaterial,biotic,none,1707788322767077750,0
1707788322767077750_1,Yes,immaterial,biotic,,1707788322767077750,1
1707954417226367378_0,Yes,immaterial,biotic,none,1707954417226367378,0
1708845287383462342_0,Yes,immaterial,biotic,water_bodies,1708845287383462342,0
1708845287383462342_1,Yes,immaterial,biotic,,1708845287383462342,1
1709902251886588045_0,No,,,,1709902251886588045,0
1710355236785975563_0,No,,,,1710355236785975563,0
1710521331165675617_0,No,,,none,1710521331165675617,0
1710657226787197324_0,No,,,,1710657226787197324,0
1711125310870368500_0,Yes,material,biotic,none,1711125310870368500,0
1711412201326579773_0,Yes,material,biotic,agricultural_areas,1711412201326579773,0
1711880285841760695_0,No,,,,1711880285841760695,0
1712922150947184961_0,No,,,,1712922150947184961,0
1713224140742619642_0,No,,,,1713224140742619642,0
1713692225085768101_0,No,,,,1713692225085768101,0
1716757422398968236_0,No,,,none,1716757422398968236,0
1717331203127165037_0,No,,,,1717331203127165037,0
1718357968897343981_0,No,,,,1718357968897343981,0
1718659958622085227_0,Yes,immaterial,biotic,none,1718659958622085227,0
1718961948400689311_0,No,,,none,1718961948400689311,0
1718961948400689311_1,No,,,none,1718961948400689311,1
1719867918379372562_0,No,,,none,1719867918379372562,0
1719867918379372562_1,No,,,none,1719867918379372562,1
1721694957197463793_0,No,,,,1721694957197463793,0
1721694957197463793_1,No,,,,1721694957197463793,1
1722918016113943003_0,No,,,,1722918016113943003,0
1723951324796965006_0,No,,,none,1723951324796965006,0
1723951324796965006_1,No,,,none,1723951324796965006,1
1724261871191302380_0,Yes,immaterial,biotic,none,1724261871191302380,0
1724548761634914492_0,No,,,,1724548761634914492,0
1725318835732094991_0,No,,,,1725318835732094991,0
1725620825704067108_0,No,,,,1725620825704067108,0
1726209705859809763_0,Yes,immaterial,biotic,artificial_surfaces,1726209705859809763,0
1726209705859809763_1,Yes,immaterial,biotic,artificial_surfaces,1726209705859809763,1
1726209705859809763_2,Yes,immaterial,biotic,artificial_surfaces,1726209705859809763,2
1726979780170674568_0,No,,,,1726979780170674568,0
1726979780170674568_1,No,,,,1726979780170674568,1
1726979780170674568_2,No,,,,1726979780170674568,2
1726979780170674568_3,No,,,,1726979780170674568,3
1727266670602006858_0,No,,,,1727266670602006858,0
1728625625089393006_0,Yes,material,biotic,forest_and_seminatural_areas,1728625625089393006,0
1729320201815023669_0,No,,,,1729320201815023669,0
1730286569146478847_0,No,,,,1730286569146478847,0
1731192539120882048_0,No,,,,1731192539120882048,0
1733351766832672854_0,Yes,material,biotic,none,1733351766832672854,0
1734816417521004709_0,No,,,none,1734816417521004709,0
1736175372205449693_0,Yes,immaterial,biotic,none,1736175372205449693,0
1737096441347092709_0,Yes,material,biotic,artificial_surfaces,1737096441347092709,0
1737851416163807419_0,No,,,,1737851416163807419,0
1737987311516672244_0,No,,,,1737987311516672244,0
1738138306494242913_0,No,,,,1738138306494242913,0
1738289301518250044_0,No,,,,1738289301518250044,0
1738440296474546640_0,Yes,immaterial,biotic,none,1738440296474546640,0
1738606390774521983_3,Yes,material,biotic,artificial_surfaces,1738606390774521983,3
1738914923932180710_0,Yes,material,biotic,artificial_surfaces,1738914923932180710,0
1738914923932180710_1,Yes,material,biotic,artificial_surfaces,1738914923932180710,1
1739059375665185123_0,Yes,material,biotic,artificial_surfaces,1739059375665185123,0
1739195270896718169_0,Yes,immaterial,biotic,none,1739195270896718169,0
1739346266054676918_0,No,,,,1739346266054676918,0
1739346266054676918_1,No,,,,1739346266054676918,1
1739346266054676918_2,No,,,,1739346266054676918,2
1739497261069926465_0,No,,,,1739497261069926465,0
1739663355504427304_0,No,,,,1739663355504427304,0
1739799250790236510_0,No,,,,1739799250790236510,0
1740101240481046797_0,Yes,material,biotic,none,1740101240481046797,0
1740252235706380419_0,No,,,none,1740252235706380419,0
1740433429714415720_0,No,,,none,1740433429714415720,0
1740584424629301758_0,No,,,,1740584424629301758,0
1740705220538040601_0,No,,,none,1740705220538040601,0
1740886414290502114_0,No,,,none,1740886414290502114,0
1741028853001453718_0,Yes,immaterial,biotic,none,1741028853001453718,0
